Data,Custo Combustível,Custo Manutenção,Custo Motorista,Custo Total,KM Percorridos,Entregas,Peso (ton),Frete,Margem %,Custo/KM,Entregas/Dia,KM/Entrega,Mês,DiaSemana,DiaMes,MesNum,Trimestre,IsWeekend,IsMonthStart,IsMonthEnd,Eficiencia_Entrega,Peso_por_Entrega,Frete_por_KM,Frete_por_Entrega,Custo_por_Entrega,Custo_por_Ton,Custo_por_KM,Prop_Combustivel,Prop_Manutencao,Prop_Motorista,Peso_por_KM,roll_mean_CustoTotal_7d,roll_mean_KM_7d,roll_mean_Entregas_7d,roll_mean_CustoKM_7d,roll_mean_CustoTotal_30d,roll_mean_KM_30d,roll_mean_Entregas_30d,roll_mean_CustoKM_30d,lag_Entregas_1d,lag_CustoTotal_1d,lag_CustoKM_1d,lag_Entregas_7d,lag_CustoTotal_7d,lag_CustoKM_7d
2024-01-01,949.816047538945,404.5369595443751,656.092310271138,2010.445317354458,10334.49420183801,120,60.79536830734704,2725.888543691984,26.24623915725179,0.1945373695208901,120,86.12078501531674,2024-01,0,1,1,1,0,1,0,0.011611598754262958,0.506628069227892,0.2637660334849459,22.715737864099868,16.753710977953816,33.06905399751478,0.1945373695208901,0.4724406276261254,0.20121758898506362,0.32634178338881104,0.005882761857521238,2010.445317354458,10334.49420183801,120.0,0.1945373695208901,2010.445317354458,10334.49420183801,120.0,0.1945373695208901,120.0,2010.445317354458,0.1945373695208901,120.0,2010.445317354458,0.1945373695208901
2024-01-02,1180.2857225639664,400.60651787487984,731.6955175206917,2312.587757959538,10787.180855136605,82,82.31226460095246,3990.960981408514,42.05436312876791,0.214382959645878,82,131.55098603825127,2024-01,1,2,1,1,0,0,0,0.007601615389710789,1.003808104889664,0.36997256604890527,48.67025587083553,28.202289731213877,28.095299882355302,0.214382959645878,0.5103744575753381,0.17322867705065875,0.31639686537400313,0.007630563138445692,2161.516537656998,10560.837528487307,101.0,0.20446016458338406,2161.516537656998,10560.837528487307,101.0,0.20446016458338406,120.0,2010.445317354458,0.1945373695208901,120.0,2010.445317354458,0.1945373695208901
2024-01-03,1092.797576724562,519.3180715867101,656.049050333598,2268.1646986448704,11761.76922056546,85,71.43824091029725,2892.7047023952846,21.59017487105642,0.1928421359159966,85,138.37375553606424,2024-01,2,3,1,1,0,0,0,0.00722680392770991,0.8404498930623207,0.2459412906467667,34.031820028179816,26.684290572292593,31.750007695359315,0.1928421359159966,0.4817981592683552,0.22895959534904145,0.28924224538260324,0.006073766588226153,2197.0659246529553,10961.148092513358,95.66666666666667,0.20058748836092155,2197.0659246529553,10961.148092513358,95.66666666666667,0.20058748836092155,82.0,2312.587757959538,0.214382959645878,120.0,2010.445317354458,0.1945373695208901
2024-01-04,1039.4633936788146,459.98557231110607,755.654450095562,2255.1034160854824,14438.989314889324,84,76.76751493328763,2667.1390989444008,15.448601200514576,0.1561815281461594,84,171.8927299391586,2024-01,3,4,1,1,0,0,0,0.005817581699667867,0.9138989873010432,0.18471785252961415,31.751655939814295,26.846469239112885,29.37575116304349,0.1561815281461594,0.46093823736171063,0.20397537825984552,0.33508638437844396,0.005316682023867545,2211.5752975110872,11830.60839810735,92.75,0.18948599830723103,2211.5752975110872,11830.60839810735,92.75,0.18948599830723103,85.0,2268.1646986448704,0.1928421359159966,120.0,2010.445317354458,0.1945373695208901
2024-01-05,862.4074561769746,480.7867509030813,665.5720516323456,2008.7662587124016,10424.421960561727,84,78.386194403339,3160.9500134333493,36.45055283457244,0.1926980955214669,84,124.10026143525867,2024-01,4,5,1,1,0,0,0,0.008058000752252128,0.933168980992131,0.3032254474533012,37.630357302777966,23.913884032290497,25.62653122788717,0.1926980955214669,0.4293219544267778,0.23934429843084912,0.33133374714237307,0.0075194763508129436,2171.01348975135,11549.371110598226,91.0,0.19012841775007822,2171.01348975135,11549.371110598226,91.0,0.19012841775007822,84.0,2255.1034160854824,0.1561815281461594,120.0,2010.445317354458,0.1945373695208901
2024-01-06,862.397808134481,518.3170677744404,668.2813914606159,2048.996267369537,10428.672413273594,133,65.24224409465089,2177.534788215537,5.902937649567265,0.1964771915513981,133,78.41107077649319,2024-01,5,6,1,1,1,0,0,0.012753301161394028,0.4905431886815856,0.20880268378590308,16.372442016658173,15.405986972703284,31.405974699413058,0.1964771915513981,0.4208879351652559,0.2529614504568357,0.3261506143779086,0.0062560450179267955,2150.677286021048,11362.587994377454,98.0,0.19118654671696486,2150.677286021048,11362.587994377454,98.0,0.19118654671696486,84.0,2008.7662587124016,0.1926980955214669,120.0,2010.445317354458,0.1945373695208901
2024-01-07,823.2334448672798,556.0021367270265,762.9960807975035,2142.2316623918096,13162.50873676824,126,67.16502616816442,3923.331471909626,45.39763775429588,0.1627525348877972,126,104.46435505371618,2024-01,6,7,1,1,1,0,0,0.009572643218692098,0.5330557632394002,0.29806866991473785,31.13755136436211,17.001838590411186,31.89504694047461,0.1627525348877972,0.3842877777038066,0.2595434221648316,0.3561688001313619,0.0051027526371583845,2149.4707683597285,11619.71952900471,102.0,0.18712454502708376,2149.4707683597285,11619.71952900471,102.0,0.18712454502708376,133.0,2048.996267369537,0.1964771915513981,120.0,2010.445317354458,0.1945373695208901
2024-01-08,1146.470458309974,335.1980627406143,621.0448598637191,2102.7133809143074,11165.52558622865,128,65.69979339043624,3269.9200911820662,35.695267092775254,0.1883219347513524,128,87.23066864241133,2024-01,0,8,1,1,0,0,0,0.011463858016488969,0.5132796358627831,0.29285859102012396,25.546250712359893,16.427448288393027,32.00487052399763,0.1883219347513524,0.5452338244080905,0.15941215088233404,0.2953540247095754,0.005884164868286105,2162.6519202968498,11738.438298203371,103.14285714285714,0.18623662577429267,2143.6260949290504,11562.945286157701,105.25,0.18727421874261735,126.0,2142.2316623918096,0.1627525348877972,120.0,2010.445317354458,0.1945373695208901
2024-01-09,1040.4460046972836,350.23318105597764,540.2045685351923,1930.8837542884532,9572.233760579871,88,69.40291890450396,3509.675639881696,44.98398278327681,0.2017171542801398,88,108.7753836429531,2024-01,1,9,1,1,0,0,0,0.00919325647503505,0.7886695330057268,0.3666516852456271,39.88267772592837,21.94186084418697,27.821362339893557,0.2017171542801398,0.5388444552327266,0.1813849126225838,0.2797706321446897,0.007250441290967767,2108.122776915266,11564.87442755241,104.0,0.18442722500775863,2119.988057080095,11341.755116649052,103.33333333333333,0.1888789893578976,128.0,2102.7133809143074,0.1883219347513524,82.0,2312.587757959538,0.214382959645878
2024-01-10,1083.2290311184183,237.5927759363476,508.63480289400167,1829.456609948768,11167.076612928851,99,41.46972228782536,2340.955876347836,21.85001740387633,0.1638259209067023,99,112.798753665948,2024-01,2,10,1,1,0,0,0,0.008865346180698829,0.4188860837154077,0.2096301438137855,23.646018953008443,18.4793596964522,44.11547772736973,0.1638259209067023,0.5921042484570066,0.12987068107780986,0.2780250704651834,0.0037135701424142794,2045.450192815823,11479.918340747177,106.0,0.1802820514350023,2090.9349123669626,11324.287266277033,102.9,0.18637368251277808,88.0,1930.8837542884532,0.2017171542801398,85.0,2268.1646986448704,0.1928421359159966
2024-01-11,808.233797718321,431.3120563984696,726.5411767020857,1966.087030818876,8985.999142658598,140,59.77575849245076,2818.955706010408,30.25477389989124,0.2187944823503721,140,64.18570816184713,2024-01,3,11,1,1,0,0,0,0.01557979227211228,0.42696970351750546,0.3137053165994841,20.13539790007434,14.0434787915634,32.891042797343644,0.2187944823503721,0.4110874976789259,0.21937587178876206,0.3695366305323122,0.006652099287288103,2004.162137777736,10700.91974471422,114.0,0.18922675917846127,2079.5851049535004,11111.715618675358,106.27272727272727,0.18932102795255937,99.0,1829.456609948768,0.1638259209067023,84.0,2255.1034160854824,0.1561815281461594
2024-01-12,1187.9639408647977,214.37690951869683,686.0928654060394,2088.433715789534,9234.708905543564,114,70.30943567805858,2845.378226792379,26.60259728831044,0.2261504652881754,114,81.00621846968038,2024-01,4,12,1,1,0,0,0,0.012344731292132682,0.6167494357724437,0.3081178038090955,24.95945812975771,18.319593998153806,29.703462922847354,0.2261504652881754,0.5688300911267787,0.1026496114757712,0.3285202973974501,0.007613606059185261,2015.5432030744694,10530.960736854482,118.28571428571429,0.1940056691451339,2080.3224891898362,10955.29839258104,106.91666666666667,0.19239014773052734,140.0,1966.087030818876,0.2187944823503721,84.0,2008.7662587124016,0.1926980955214669
2024-01-13,1132.977056320169,386.2392072529841,711.223930429767,2230.44019400292,11488.57440917636,129,69.88617826279321,3643.6128878021736,38.7849296101178,0.194144209243349,129,89.05871635020434,2024-01,5,13,1,1,1,0,0,0.01122854719876844,0.541753319866614,0.31715100220719133,28.245061145753283,17.29023406203814,31.915326455766248,0.194144209243349,0.5079611905158689,0.17316725563477647,0.31887155384935456,0.006083102722211771,2041.4637640220956,10682.375307697734,117.71428571428571,0.19367238595826977,2091.870004944689,10996.319624626834,108.61538461538461,0.19252507553920595,114.0,2088.433715789534,0.2261504652881754,133.0,2048.996267369537,0.1964771915513981
2024-01-14,884.9356442713105,417.05785388303065,563.8892484526732,1865.8827466070145,10932.478146531836,141,79.64780473028158,2002.4733595188188,6.821095135299397,0.1706733570923201,141,77.53530600377188,2024-01,6,14,1,1,1,0,0,0.012897350272292118,0.5648780477324935,0.18316737821735993,14.201938719991622,13.233210968844075,23.42666885704658,0.1706733570923201,0.4742718404361196,0.22351771816392163,0.30221044139995873,0.007285430042734515,2001.9853474814106,10363.799509092534,119.85714285714286,0.1948039319874873,2075.7280579205694,10991.75951904862,110.92857142857143,0.19096423850728553,129.0,2230.44019400292,0.194144209243349,126.0,2142.2316623918096,0.1627525348877972
2024-01-15,872.7299868828402,314.61650085131373,540.9114426760309,1728.2579304101848,14403.9213074767,96,72.75046694160542,2601.70621670651,33.572133574790016,0.1199852382915401,96,150.04084695288228,2024-01,0,15,1,1,0,0,0,0.006664851740766517,0.7578173639750565,0.18062485632686928,27.101106424026145,18.002686775106092,23.755970278478138,0.1199852382915401,0.5049767002519736,0.18204256165434904,0.3129807380936773,0.0050507403774722485,1948.4917116951071,10826.427469270826,115.28571428571429,0.18504154677894266,2052.56338275321,11219.236971610493,109.93333333333334,0.18623230515956918,141.0,1865.8827466070145,0.1706733570923201,128.0,2102.7133809143074,0.1883219347513524
2024-01-16,873.3618039413735,436.3333042276043,504.3633997003646,1814.0585078693423,10536.757293816432,82,89.60666581703362,3962.472748688608,54.21902880039463,0.1721647806136652,82,128.49704016849307,2024-01,1,16,1,1,0,0,0,0.007782280422091743,1.0927642172808978,0.3760618792096514,48.322838398641565,22.12266473011393,20.244682595081024,0.1721647806136652,0.4814408135971089,0.24052879349524886,0.2780303929076423,0.008504197574107539,1931.8023907780914,10964.216545447476,114.42857142857143,0.18081977911230346,2037.6568280729687,11176.581991748364,108.1875,0.18535308487545016,96.0,1728.2579304101848,0.1199852382915401,88.0,1930.8837542884532,0.2017171542801398
2024-01-17,921.696897183815,212.20009997561976,605.176267641979,1739.0732648014136,12064.118451946304,111,54.19272643043225,2949.7730870124374,41.04382901659849,0.1441525356144732,111,108.68575181933608,2024-01,2,17,1,1,0,0,0,0.009200838042343026,0.4882227606345248,0.24450796788525817,26.574532315427362,15.667326709922646,32.09052910511671,0.1441525356144732,0.5299931382068969,0.12201906858699889,0.34798779320610435,0.004492058549183869,1918.8904843284693,11092.365379592828,116.14285714285714,0.17800929549912786,2020.0930890569948,11228.79001881883,108.3529411764706,0.18292952315421623,82.0,1814.0585078693423,0.1721647806136652,99.0,1829.456609948768,0.1638259209067023
2024-01-18,1009.9025726528952,214.93927549968575,676.9753060563899,1901.8171542089708,12425.850015436714,92,57.957551483311576,2765.0525604880168,31.21949356820507,0.1530532842297574,92,135.0635871243121,2024-01,3,18,1,1,0,0,0,0.00740392004456096,0.6299733856881693,0.22252421822675905,30.05491913573931,20.671925589227943,32.81396652438956,0.1530532842297574,0.5310198040951772,0.11301784455145802,0.3559623513533647,0.004664272577836569,1909.7090733841974,11583.772647132559,109.28571428571429,0.1686176957676115,2013.5222037876601,11295.293351964268,107.44444444444444,0.1812697321028574,111.0,1739.0732648014136,0.1441525356144732,140.0,1966.087030818876,0.2187944823503721
